Listing_type,URL,Bedrooms,Bathrooms,Area_sqm,Price_monthly,Price_annualy,Sale_price,Furnished,Pool,Floor,Floor_type,Location,Description,Specialities,apartment_id
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A3%D9%88%D9%84-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1%D9%81%D9%8A-%D8%A7%D9%85-%D8%A7%D8%B0%D9%8A%D9%86%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-350%D9%85/HMM-R-2976,4.0,4.0,350.0,,,,1,0,طابق أول,Full Floor,"ام اذينة,  عمان,  الأردن",غرف نوم عدد 3 ( 1 ماستر ) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - بلكونة -غرفة خادمة و غرفة غسيل- كراج,"السعر: 18,000 دينار اردني",21
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-200%D9%85/HMM-R-2721,3.0,3.0,200.0,,12000.0,,1,0,طابق أول,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشه - مطبخ - بلكونة - مخزن - غرفة خادمة وغرفة غسيل - كراج,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز- مطبخ راكب - خزائن - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - بئر ماء - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,22
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B9%D9%85%D8%A7%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-120%D9%85/HMM-R-2726,2.0,2.0,120.0,,15000.0,,1,0,طابق أول,Normal,"جبل عمان,  عمان,  الأردن",غرف نوم عدد 2 ( 1ماستر ) - حمامات عدد 2 - صالون - غرفة معيشه - مطبخ - بلكونة - كراج,"السعر: 15,000 ديناراردني سنوي",23
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AC%D8%A8%D9%84-%D8%B9%D9%85%D8%A7%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-130%D9%85/HMM-R-2727,2.0,2.0,130.0,,15000.0,,0,0,طابق أول,Normal,"جبل عمان,  عمان,  الأردن",غرف نوم عدد 2 ( 1ماستر ) - حمامات عدد 2 - صالون - غرفة معيشه - مطبخ - بلكونة - كراج,"السعر: 15,000 ديناراردني سنوي",24
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D9%87-%D8%B7%D8%A7%D8%A8%D9%82-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%A7%D9%88%D9%84-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B5%D9%88%D9%8A%D9%81%D9%8A%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1350%D9%85/HMM-R-2184,3.0,4.0,350.0,,20000.0,,1,0,طابق أول,Full Floor,"صويفية,  عمان,  الأردن",غرف نوم عدد 3 (ماستر عدد 2) - حمامات عدد 4 - صالون - غرفة معيشة - بلكونة - كراج **مميزات الشقة**,عفش فاخر - تدفئة تحت البلاط - وحدات تكييف عدد 4 - مطبخ راكب - خزائن بالحائط - ارضيات رخام - حمامات معلقة - ديكورات جبصين - شاور بوكس - اباجورات كهربائية - بئر ماء - مصعد - تشطيبات سوبر ديلوكس,25
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%81%D8%A7%D8%AE%D8%B1%D8%A9-%D9%85%D8%B9-%D9%85%D8%B3%D8%A8%D8%AD-%D9%85%D8%B4%D8%AA%D8%B1%D9%83-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%B9%D8%A8%D8%AF%D9%84%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-70%D9%85/HMM-R-2239,1.0,1.0,70.0,,14000.0,,1,0,طابق ثالث,Normal,"العبدلي,  عمان,  الأردن",غرف نوم عدد 1 - حمامات عدد 1 - غرفة معيشة - مطبخ,خزائن بلحائط - تكييف مركزي - ارضيات سيراميك - ديكورات جبصين + خشبيه - شاور بوكس - زجاج دبل - اباجورات كهرباء - كاميرات مراقبة - مصعد - تشطيبات سوبر ديلوكس - انارة مخفية - حمامات معلقه,26
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%84%D8%AB-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D8%B5%D8%AD%D8%A7%D8%A8%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-179%D9%85/HMM-R-2267,3.0,3.0,179.0,,13000.0,,1,0,طابق ثالث,,"حي الصحابة,  عمان,  الأردن",غرف نوم عدد 3 (ماستر عدد 1) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - بلكونة - غرفة غسيل - كراج,عفش فاخر - ارضيات بورسلان - تكييف وحدات - مطبخ راكب - زجاج دبل - خزائن حائط - ديكورات جبصين - اباجورات كهرباء - شاور بوكس - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,27
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-100%D9%85/HMM-R-1203,2.0,2.0,100.0,7900.0,,,1,0,طابق ثاني,,"دير غبار,  عمان,  الأردن",غرف نوم عدد 2 (ماستر 1) - حمامات عدد 2 - صالون - مطبخ - بلكونه - كراج,مسبح مشترك - اثاث - مطبخ راكب - ارضيات سيراميك - تكييف مركزي - زجاج دبل - تشطيبات سوبر ديلوكس - ديكورات جبصين - حمامات معلقة - اباجورات كهرباء - شاور بوكس - مصعد - انارة سبوت لايت - تقع في منطقة راقية وهادئة,28
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-115%D9%85/HMM-R-1339,2.0,2.0,115.0,9000.0,,,1,0,طابق أرضي,Normal,"عبدون,  عمان,  الأردن",,,29
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-115%D9%85/HMM-R-1340,2.0,2.0,115.0,,10000.0,,1,0,,Normal,"عبدون,  عمان,  الأردن",,,30
rent,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%85%D9%81%D8%B1%D9%88%D8%B4%D8%A9-%D9%84%D9%84%D8%A7%D9%8A%D8%AC%D8%A7%D8%B1-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-115%D9%85/HMM-R-1341,2.0,2.0,115.0,,9000.0,,1,0,طابق أول,Normal,"عبدون,  عمان,  الأردن",,,31
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B1%D9%88%D9%81-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-185%D9%85/HMM-S-7881,3.0,3.0,185.0,,,1.0,0,0,روف,Full Floor,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 3 (ماستر 1) - حمامات عدد 3 - صالون - غرفة معيشة - مخزن - مطبخ - ترس عدد 3 - كراج,ارضيات بورسلات - وحدات تكييف - تدفئة على الغاز - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس - تقع في منطقة فلل,32
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82%D9%8A%D8%A9-%D8%A8%D9%85%D8%AF%D8%AE%D9%84-%D8%AE%D8%A7%D8%B5-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B1%D8%AC%D9%85-%D8%B9%D9%85%D9%8A%D8%B4-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-336%D9%85/HMM-S-7882,4.0,5.0,336.0,,,395000.0,0,0,طابق أرضي,Full Floor,"رجم عميش,  عمان,  الأردن",غرف نوم عدد 4 (ماستر 2) - حمامات عدد 5 - صالون - غرفة معيشة - مخزن - مطبخ - غرفة خادمة وغرفة غسيل - ترس - كراج - مداخل عدد 2,ارضيات بورسلان - وحدات تكييف - تدفئة على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس - تقع في منطقة فلل,33
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D8%A7%D8%A8%D9%88%D9%82-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-290%D9%85/HMM-S-7894,4.0,,290.0,,,350000.0,0,0,طابق أرضي,Normal,"دابوق,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 5 حمامات - صالون - غرفة معيشه - مطبخ - مخزن ndash; غرفة خادمه و غرفة غسيل ndash; كراج ( لسيارتان ),"السعر: 350,000 دينار اردني",34
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%85%D8%B9-%D9%83%D8%B1%D8%A7%D8%AC-%D8%AE%D8%A7%D8%B5-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D8%B1%D8%B3%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-191%D9%85/HMM-S-7929,3.0,3.0,191.0,,,175000.0,0,0,طابق أرضي,Normal,"الكرسي,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 ndash; غرفة معيشه - صالون - غرفة خادمة وغرفة غسيل - كراج خاص عدد 2 - ترس عدد 2 - مداخل عدد 4,,35
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-300%D9%85/HMM-S-7820,4.0,5.0,240.0,,,370000.0,0,0,طابق أخير مع روف,Duplex,"عبدون,  عمان,  الأردن",غرف نوم عدد 4 (1 ماستر) - حمامات عدد 5 - صالون - غرفة معيشه - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج - مداخل عدد 2,"السعر: 370,000 دينار اردني",36
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B9%D8%A8%D8%AF%D9%88%D9%86-%D8%A7%D9%84%D8%B4%D9%85%D8%A7%D9%84%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-180%D9%85/HMM-S-7821,3.0,4.0,180.0,,,220000.0,0,0,طابق ثاني,Normal,"عبدون,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - بلكونة - غرفة خادمة وغرفة غسيل - مخزن - كراج,"* صور الاعلان تعبيرية السعر: 220,000 دينار اردني",37
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D8%B1%D8%B3%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-235%D9%85/HMM-S-7827,3.0,4.0,235.0,,,180000.0,0,0,تسوية ثالثة,Normal,"الكرسي,  عمان,  الأردن",3 غرف نوم (1 ماستر) - 4 حمامات - صالون - غرفة معيشة - مطبخ - بلكونة - مخزن - غرفة غسيل وغرفة خادمة- كراج,ارضيات رخام + بورسلان - وحدات تكييف - تدفئة تحت البلاط - مطبخ راكب مع كامل الكهربائيات - ديكورات جبصين + خشبية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,38
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D8%A8%D8%A7%D8%B7%D9%84%D8%A7%D9%84%D8%A9-%D8%B9%D8%A7%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%B7%D8%B1%D9%8A%D9%82-%D8%A7%D9%84%D9%85%D8%B7%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-292%D9%85/HMM-S-7828,3.0,6.0,292.0,,,298000.0,1,0,طابق أخير مع روف,Duplex,"شارع المطار,  عمان,  الأردن",غرف نوم ماستر عدد 3 - حمامات عدد 6 - صالون - غرف معيشه عدد 2 - مطابخ عدد 2 - بلكونة عدد 4 - ترس عدد 2 - غرفة ملابس - غرفة غسيل - مخزن - كراج - مداخل عدد 2,ارضيات بورسلان + باركيه - وحدات تكييف - تدفئة - خزائن عادية + بالحائط - مطبخ راكب - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,39
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AC-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-223%D9%85/HMM-S-7768,3.0,3.0,223.0,,,152000.0,0,0,طابق شبه أرضي,Normal,"مرج الحمام,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - ترس عدد 2 - بلكونة عدد 2 - بلكونة - غرفة خادمة و غسيل - مخزن - مداخل عدد 2 - كراج,"السعر: 152,000 دينار اردني",40
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%B7%D8%A7%D8%A8%D9%82-%D8%AB%D8%A7%D9%86%D9%8A-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AC-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-223%D9%85/HMM-S-7769,3.0,4.0,233.0,,,128000.0,0,0,طابق ثاني,Normal,"مرج الحمام,  عمان,  الأردن",غرف نوم عدد 3 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشة - مطبخ - بلكونة عدد 2 - بلكونة - غرفة خادمة و غسيل - مخزن - كراج,"السعر: 128,000 دينار اردني",41
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%82%D8%B1%D9%8A%D8%A9-%D8%A7%D9%84%D9%86%D8%AE%D9%8A%D9%84-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-304%D9%85/HMM-S-7770,4.0,4.0,304.0,,,270000.0,0,0,طابق شبه أرضي,Normal,"قرية النخيل,  عمان,  الأردن",غرف نوم عدد 4 (2 ماستر) - حمامات عدد 4 - صالون - غرفة معيشه - مطبخ - غرفة خادمة و غسيل - مخزن - ترس عدد 2 - كراج خاص - مدخل عدد 3,أرضيات بورسلان + رخام - وحدات تكييف - تدفئة على الغاز - مطبخ راكب - ديكورات جبصين + خشبية + حجرية - حمامات معلقة - اباجورات كهربائية - شاور بوكس - مصعد - ابواب امان - كاميرات مراقبة - إنارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,42
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D8%AF%D9%88%D8%A8%D9%84%D9%83%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D8%B1%D8%B3%D9%8A-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-283%D9%85/HMM-S-7771,4.0,6.0,240.0,,,275000.0,0,0,طابق أخير مع روف,Duplex,"الكرسي,  عمان,  الأردن",4 غرف نوم (2 ماستر) - 6 حمامات - صالون - 2 غرف معيشة - مطبخ - ترس - بلكونة - مخزن - غرفة خادمة وغرفة غسيل - كراج,ارضيات بورسلان - تكييف مركزي + تأسيس - تدفئة تحت البلاط على الغاز - ديكورات جبصين - حمامات معلقة - اباجورات كهربائية - شاور بوكس - موقد - مصعد - ابواب امان - كاميرات مراقبة - انارة مخفية - زجاج دبل - تشطيبات سوبر ديلوكس,43
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AA%D8%B1%D8%B3-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%AF%D9%8A%D8%B1-%D8%BA%D8%A8%D8%A7%D8%B1-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-155%D9%85/HMM-S-7635,3.0,3.0,155.0,,,145000.0,0,0,طابق أرضي,Normal,"دير غبار,  عمان,  الأردن",غرف نوم عدد 3 (ماستر عدد 1) - حمامات عدد 3 ndash; صالون - غرفة معيشة - مخزن - غرفة خادمة وغرفة غسيل - كراج - مدخل عدد 3,,44
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%B4%D9%82%D9%82/%D8%B4%D9%82%D8%A9-%D8%A7%D8%AE%D9%8A%D8%B1-%D9%85%D8%B9-%D8%B1%D9%88%D9%81-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D8%A7%D9%84%D8%B1%D8%A7%D8%A8%D9%8A%D8%A9-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A7%D8%AC%D9%85%D8%A7%D9%84%D9%8A%D8%A9-254%D9%85/HMM-S-7639,3.0,4.0,204.0,,,210000.0,0,0,طابق أخير مع روف,Normal,"الرابية,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 5 - صالون - غرفة معيشة - مطبخ - ترس - بلكونة - غرفة خادمة وغرفة غسيل - غرفة خادمة وغرفة غسيل - كراج - مداخل عدد 2,"السعر: 210,000 دينار اردني",45
sale,https://www.homes-jordan.com/ar/%D9%84%D9%84%D8%A8%D9%8A%D8%B9/%D8%A3%D8%B1%D8%A7%D8%B6%D9%8A/%D8%B4%D9%82%D8%A9-%D8%A7%D8%B1%D8%B6%D9%8A%D8%A9-%D9%85%D8%B9-%D8%AD%D8%AF%D9%8A%D9%82%D8%A9-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D9%81%D9%8A-%D9%85%D8%B1%D8%AC-%D8%A7%D9%84%D8%AD%D9%85%D8%A7%D9%85-%D8%A8%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-%D8%A8%D9%86%D8%A7%D8%A1-150%D9%85/HMM-S-7653,3.0,3.0,150.0,,,150000.0,0,0,طابق أرضي,Normal,"مرج الحمام,  عمان,  الأردن",غرف نوم عدد 3 (1 ماستر) - حمامات عدد 3 - صالون - غرفة معيشة - مطبخ - ترس - بلكونة - مخزن - مداخل عدد 2 - كراج,"السعر: 150,000 دينار اردني",46
